tax	AmbarAyunda_minimap2_16S	total
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium xerosis	45.0	45.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;Leucobacter salsicius	44.0	44.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Waltera;Waltera intestinalis	44.0	44.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Pusillimonas;Pusillimonas minor	44.0	44.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Flavonifractor;Flavonifractor plautii	44.0	44.0
Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter indicus	44.0	44.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium hansenii	44.0	44.0
Bacteria;Pseudomonadati;Thermodesulfobacteriota;Syntrophia;Syntrophales;Smithellaceae;Smithella;Smithella propionica	43.0	43.0
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus barengoltzii	43.0	43.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Faecalicatena;Faecalicatena orotica	43.0	43.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriales_Incertae_sedis;Neofamilia;Neofamilia massiliensis	42.0	42.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Kineothrix;Kineothrix alysoides	42.0	42.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium merdae	41.0	41.0
Bacteria;Pseudomonadati;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;Paludibacter;Paludibacter propionicigenes	41.0	41.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Oscillospiraceae_Incertae_sedis;[Clostridium] cellulosi	40.0	40.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Oscillospiraceae_Incertae_sedis;[Clostridium] leptum	40.0	40.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Faecalicatena;Faecalicatena fissicatena	40.0	40.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ottowia;Ottowia caeni	40.0	40.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriales Family XIII. Incertae Sedis;Ihubacter;Ihubacter massiliensis	40.0	40.0
Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Bacilliculturomica;Bacilliculturomica massiliensis	40.0	40.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Angelakisella;Angelakisella massiliensis	39.0	39.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Hydrogenoanaerobacterium;Hydrogenoanaerobacterium saccharovorans	39.0	39.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Feifaniaceae;Feifania;Feifania hominis	39.0	39.0
Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Fundicoccus;Fundicoccus fermenti	39.0	39.0
Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Trichococcus;Trichococcus alkaliphilus	38.0	38.0
Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Peptoniphilaceae;Gallicola;Gallicola barnesae	38.0	38.0
Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Sporomusaceae;Sporomusa;Sporomusa aerivorans	38.0	38.0
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus subtilis	38.0	38.0
Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Sporomusaceae;Sporomusa;Sporomusa sphaeroides	38.0	38.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Merdimmobilis;Merdimmobilis hominis	38.0	38.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Desulfallaceae;Desulfoscipio;Desulfoscipio gibsoniae	38.0	38.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Acetanaerobacterium;Acetanaerobacterium elongatum	37.0	37.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Georgfuchsia;Georgfuchsia toluolica	37.0	37.0
Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Peptoniphilaceae;Citroniella;Citroniella saccharovorans	37.0	37.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;Ruminococcus bromii	37.0	37.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter butyricigenes	37.0	37.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Desulfitobacteriaceae;Dehalobacter;Dehalobacter restrictus	36.0	36.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Curvibacter;Curvibacter delicatus	35.0	35.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;Ruminococcus champanellensis	35.0	35.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Faecalicatena;Faecalicatena contorta	35.0	35.0
Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Aminipila;Aminipila terrae	35.0	35.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Dermatophilaceae;Piscicoccus;Piscicoccus intestinalis	35.0	35.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium thermosuccinogenes	34.0	34.0
Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Paraclostridium;Paraclostridium ghonii	34.0	34.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;Comamonas nitrativorans	34.0	34.0
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus aerius	34.0	34.0
Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Lysobacteraceae;Stenotrophomonas;Stenotrophomonas koreensis	34.0	34.0
Bacteria;Bacillati;Bacillota;Clostridia;Caldicoprobacterales;Caldicoprobacteraceae;Caldicoprobacter;Caldicoprobacter faecalis	33.0	33.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Butyrivibrio;Butyrivibrio proteoclasticus	33.0	33.0
Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Sporanaerobacteraceae;Sporanaerobacter;Sporanaerobacter acetigenes	33.0	33.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;Hydrogenophaga atypica	32.0	32.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium septicum	32.0	32.0
Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;Desulfobulbus;Desulfobulbus propionicus	31.0	31.0
Bacteria;Bacillati;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;Olsenella phocaeensis	31.0	31.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium phoceensis	31.0	31.0
Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Asaccharospora;Asaccharospora irregularis	31.0	31.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Allofournierella;Allofournierella massiliensis	30.0	30.0
Bacteria;Pseudomonadati;Planctomycetota;Planctomycetia;Pirellulales;Lacipirellulaceae;Pseudobythopirellula;Pseudobythopirellula maris	30.0	30.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium urogenitale	30.0	30.0
Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Sporomusaceae;Anaeroarcus;Anaeroarcus burkinensis	30.0	30.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Dermatophilaceae;Dermatophilus;Dermatophilus congolensis	30.0	30.0
Bacteria;Pseudomonadati;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides chongii	29.0	29.0
Bacteria;Bacillati;Actinomycetota;Thermoleophilia;Miltoncostaeales;Miltoncostaeaceae;Miltoncostaea;Miltoncostaea marina	29.0	29.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Dechlorobacter;Dechlorobacter hydrogenophilus	29.0	29.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lacrimispora;Lacrimispora saccharolytica	29.0	29.0
Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Ciceribacter;Ciceribacter selenitireducens	29.0	29.0
Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Suicoccus;Suicoccus acidiformans	29.0	29.0
Bacteria;Pseudomonadati;Planctomycetota;Planctomycetia;Pirellulales;Lacipirellulaceae;Pirellulimonas;Pirellulimonas nuda	28.0	28.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Marseillibacter;Marseillibacter massiliensis	28.0	28.0
Bacteria;Bacillati;Chloroflexota;Dehalococcoidia;Dehalococcoidales;Dehalococcoidaceae;Dehalococcoides;Dehalococcoides mccartyi	28.0	28.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Desulfotomaculaceae;Pelotomaculum;Pelotomaculum isophthalicicum	28.0	28.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;Leucobacter aridicollis	27.0	27.0
Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus;Lactiplantibacillus plantarum	27.0	27.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Oscillospiraceae_Incertae_sedis;[Clostridium] viride	27.0	27.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;Leucobacter soli	27.0	27.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Desulfitobacteriaceae;Desulfosporosinus;Desulfosporosinus lacus	27.0	27.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium beijerinckii	27.0	27.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Advenella;Advenella mimigardefordensis	27.0	27.0
Bacteria;Pseudomonadati;Verrucomicrobiota;Verrucomicrobiia;Limisphaerales;Limisphaeraceae;Limisphaera;Limisphaera ngatamarikiensis	27.0	27.0
Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Jeotgalibaca;Jeotgalibaca arthritidis	26.0	26.0
Bacteria;Thermotogati;Synergistota;Synergistia;Synergistales;Synergistaceae;Thermanaerovibrio;Thermanaerovibrio velox	26.0	26.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Dietziaceae;Dietzia;Dietzia massiliensis	26.0	26.0
Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Alkalibacterium;Alkalibacterium indicireducens	26.0	26.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium minihomine	26.0	26.0
Bacteria;Pseudomonadati;Ignavibacteriota;Ignavibacteria;Ignavibacteriales;Melioribacteraceae;Melioribacter;Melioribacter roseus	25.0	25.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Propioniciclava;Propioniciclava sinopodophylli	25.0	25.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;Ruminococcus bovis	25.0	25.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Parapusillimonas;Parapusillimonas granuli	25.0	25.0
Bacteria;Bacillati;Bacillota;Negativicutes;Acidaminococcales;Acidaminococcaceae;Acidaminococcus;Acidaminococcus fermentans	24.0	24.0
Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;Desulfoprunum;Desulfoprunum benzoelyticum	24.0	24.0
Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter kanungonis	24.0	24.0
Bacteria;Pseudomonadati;Thermodesulfobacteriota;Syntrophorhabdia;Syntrophorhabdales;Syntrophorhabdaceae;Syntrophorhabdus;Syntrophorhabdus aromaticivorans	24.0	24.0
Bacteria;Bacillati;Bacillota;Bacillota_Incertae_sedis;Bacillota_Incertae_sedis;Bacillota_Incertae_sedis;Negativibacillus;Negativibacillus massiliensis	24.0	24.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Anaerobium;Anaerobium acetethylicum	24.0	24.0
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus xiamenensis	23.0	23.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;Hydrogenophaga pseudoflava	23.0	23.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia hominis	23.0	23.0
Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Trichococcus;Trichococcus ilyis	23.0	23.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Acetivibrio;Acetivibrio mesophilus	23.0	23.0
Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Sporomusaceae;Propionispora;Propionispora vibrioides	23.0	23.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Anaerotignaceae;Anaerotignum;Anaerotignum faecicola	22.0	22.0
Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter bouvetii	22.0	22.0
Bacteria;Thermotogati;Synergistota;Synergistia;Synergistales;Aminobacteriaceae;Aminivibrio;Aminivibrio pyruvatiphilus	22.0	22.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium felsineum	22.0	22.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Marasmitruncus;Marasmitruncus massiliensis	22.0	22.0
Bacteria;Pseudomonadati;Fibrobacterota;Chitinispirillia;Chitinispirillales;Chitinispirillaceae;Chitinispirillum;Chitinispirillum alkaliphilum	22.0	22.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium oxidoreducens	22.0	22.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Oscillibacter;Oscillibacter massiliensis	21.0	21.0
Bacteria;Bacillati;Chloroflexota;Dehalococcoidia;Dehalococcoidales;Dehalococcoidaceae;Dehalogenimonas;Dehalogenimonas lykanthroporepellens	20.0	20.0
Bacteria;Pseudomonadati;Planctomycetota;Planctomycetia;Pirellulales;Lacipirellulaceae;Lacipirellula;Lacipirellula limnantheis	20.0	20.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Simplicispira;Simplicispira metamorpha	20.0	20.0
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus sabinae	20.0	20.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Alkalibaculum;Alkalibaculum bacchi	20.0	20.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;Hydrogenophaga bisanensis	20.0	20.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Azonexaceae;Ferribacterium;Ferribacterium limneticum	20.0	20.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Peptococcaceae;Peptococcus;Peptococcus niger	20.0	20.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Brooklawnia;Brooklawnia cerclae	20.0	20.0
Bacteria;Pseudomonadati;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Anatilimnocola;Anatilimnocola aggregata	20.0	20.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes;Anaerostipes hadrus	20.0	20.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ruminiclostridium;Ruminiclostridium herbifermentans	19.0	19.0
Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Sulfurimonadaceae;Sulfuricurvum;Sulfuricurvum kujiense	19.0	19.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium chartatabidum	19.0	19.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Syntrophococcus;Syntrophococcus sucromutans	19.0	19.0
Bacteria;Thermotogati;Synergistota;Synergistia;Synergistales;Aminobacteriaceae;Lactivibrio;Lactivibrio alcoholicus	19.0	19.0
Bacteria;Pseudomonadati;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Blastopirellula;Blastopirellula retiformator	19.0	19.0
Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus lemanii	18.0	18.0
Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Anaerovoracaceae;Anaerovorax;Anaerovorax odorimutans	18.0	18.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium anserum	18.0	18.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Ruminococcus;Ruminococcus flavefaciens	18.0	18.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium quinii	18.0	18.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azospira;Azospira oryzae	18.0	18.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;Hydrogenophaga palleronii	18.0	18.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Pseudoflavonifractor;Pseudoflavonifractor capillosus	18.0	18.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Faecalimonas;Faecalimonas umbilicata	18.0	18.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Enterocloster;Enterocloster bolteae	18.0	18.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriales_Incertae_sedis;Gemmiger;Gemmiger formicilis	18.0	18.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;Comamonas phosphati	18.0	18.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;Rhodoferax aquaticus	18.0	18.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium nasicanis	18.0	18.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium manihotivorum	18.0	18.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium transplantifaecale	18.0	18.0
Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter johnsonii	18.0	18.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Dietziaceae;Dietzia;Dietzia papillomatosis	17.0	17.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Comamonas;Comamonas kerstersii	17.0	17.0
Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Natronincolaceae;Alkaliphilus;Alkaliphilus oremlandii	17.0	17.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia lenta	17.0	17.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium freneyi	17.0	17.0
Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Aliarcobacter;Aliarcobacter cryaerophilus	17.0	17.0
Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfuromonadia;Desulfuromonadales;Desulfuromonadaceae;Pelobacter;Pelobacter propionicus	17.0	17.0
Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Thermobacillus;Thermobacillus composti	17.0	17.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Anaerobacterium;Anaerobacterium chartisolvens	17.0	17.0
Bacteria;Bacillati;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;Olsenella uli	17.0	17.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium subterminale	17.0	17.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;Hydrogenophaga laconesensis	16.0	16.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium weizhouense	16.0	16.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiales_Incertae_sedis;Aquabacterium;Aquabacterium parvum	16.0	16.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Paracandidimonas;Paracandidimonas caeni	16.0	16.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium ventriosum	16.0	16.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Lawsonibacter;Lawsonibacter asaccharolyticus	16.0	16.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Syntrophomonadaceae;Syntrophothermus;Syntrophothermus lipocalidus	16.0	16.0
Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Azonexaceae;Dechloromonas;Dechloromonas agitata	16.0	16.0
Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Sarcina;Sarcina maxima	16.0	16.0
Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter junii	16.0	16.0
Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Paraclostridium;Paraclostridium bifermentans	16.0	16.0
Bacteria;Bacillati;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Wansuia;Wansuia hejianensis	16.0	16.0
Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leucobacter;Leucobacter muris	16.0	16.0
Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Peptoniphilaceae;Miniphocaeibacter;Miniphocaeibacter halophilus	16.0	16.0
